product_id,source_id,source_location,claim_type,verification_status,notes
PRD-EFB3CF2E71,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-F008B12AC0,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-F00EF2568E,SRC030,p. 77,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-F010140B5E,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-F0279D2028,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-F12AF814EE,SRC030,p. 91,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-F146CD24CF,SRC007,Therapeutic bronchoscopy,Candidate seed,Candidate - user seed; primary source required,
PRD-F146CD24CF,SRC030,p. 67,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-F14EF79E1A,SRC030,pp. 66-70,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-F1632F4CEC,SRC018,"Gas bottle adapter table, catalog pp. 4, 7",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-F1712066B6,SRC030,p. 143,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-F1D5F37924,SRC007,Therapeutic bronchoscopy,Candidate seed,Candidate - user seed; primary source required,
PRD-F1DC24ED97,SRC021,p. 20,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-F2007DBCC0,SRC003,p. 3,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-F227995333,SRC027,p. 7,Exact catalog entry,Verified - manufacturer catalog,
PRD-F2C87C4908,SRC007,Flexible bronchoscopy platforms!8,Candidate seed,Candidate - user seed; primary source required,
PRD-F2F9633FBF,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-F32CE903FF,SRC027,p. 7,Exact catalog entry,Verified - manufacturer catalog,
PRD-F3307DB1D4,SRC024,p. 2,Exact catalog entry,Verified - current manufacturer brochure,
PRD-F351B4D76F,SRC008,CSV row 24,Candidate seed,Candidate - user seed; primary source required,
PRD-F376B6A68F,SRC022,p. 2.04,Exact catalog entry,Verified - manufacturer catalog; current market status pending,
PRD-F3BBB75E29,SRC026,p. 6,Exact catalog entry,Verified - U.S. manufacturer brochure,
PRD-F408B46806,SRC003,p. 8,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-F40F385751,SRC021,p. 21,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-F43B951B75,SRC006,Product list 2025!thoracent,Candidate seed,Candidate - user seed; primary source required,
PRD-F4B03B6DFA,SRC001,p. 25,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-F4B4C5FC4D,SRC030,p. 91,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-F510911B2C,SRC022,p. 7.02,Exact catalog entry,Verified - manufacturer catalog; current market status pending,
PRD-F527A8F44E,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-F54BF5D38E,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-F54D35983D,SRC025,pp. 2-3,System intended use and compatibility,Verified - manufacturer IFU,IFU supports tunneled long-term pleural drainage system identity and approved access methods.
PRD-F54D35983D,SRC027,p. 14,Exact catalog entry,Verified - manufacturer catalog and IFU,
PRD-F5AE18C06E,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-F5CEB7234A,SRC016,"Specifications table, brochure p. 2",Catalog/SKU evidence,Verified - manufacturer/distributor brochure,
PRD-F63C06E063,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-F6BB76BECF,SRC021,pp. 53-55,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-F765071278,SRC001,p. 19,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-F7968862EF,SRC021,p. 14,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-F7981773F7,SRC013,Tracheal stent specifications (PDF p. 12),Catalog/SKU evidence,Verified exact catalog entry - global/older source,Exact catalog/SKU evidence from an older global manufacturer catalog; U.S. status unverified.
PRD-F7FFFFA87F,SRC008,CSV row 19,Candidate seed,Candidate - user seed; primary source required,
PRD-F80927CE1B,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-F82300D570,SRC024,p. 2,Exact catalog entry,Verified - current manufacturer brochure,
PRD-F8B8727229,SRC008,CSV row 9,Candidate seed,Candidate - user seed; primary source required,
PRD-F96AA87958,SRC026,p. 6,Exact catalog entry,Verified - U.S. manufacturer brochure,
PRD-F96DCD2AC6,SRC030,pp. 68-69,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-F980B28A34,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-F9A98419EA,SRC030,p. 74,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-F9C809D277,SRC017,"Monopolar cables, catalog p. 4",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-F9EB14C69E,SRC016,"Specifications table, brochure p. 2",Catalog/SKU evidence,Verified - manufacturer/distributor brochure,
PRD-FA325AD5F8,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-FA59BE320F,SRC006,Product list 2025!Sheet5,Candidate seed,Candidate - user seed; primary source required,
PRD-FA59BE320F,SRC027,p. 5,Exact catalog entry,Verified - manufacturer catalog,
PRD-FB1867A930,SRC021,p. 25,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-FB2A9A64D9,SRC027,p. 12,Exact catalog entry,Verified - manufacturer catalog,
PRD-FBE99854E1,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-FCAC63DE74,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-FCD805E954,SRC021,p. 26,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-FCEC968C4E,SRC008,CSV row 27,Candidate seed,Candidate - user seed; primary source required,
PRD-FD2FA688FB,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-FD34401E04,SRC020,Vinyl Connecting Tube page,Catalog/SKU evidence,Verified product/SKU identity - exact configuration pending,Manufacturer page supports product/SKU identity; exact configuration remains to be verified.
PRD-FD3915EF93,SRC008,CSV row 13,Candidate seed,Candidate - user seed; primary source required,
PRD-FDC723362C,SRC007,Therapeutic bronchoscopy,Candidate seed,Candidate - user seed; primary source required,
PRD-FE028163EB,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-FE1DBA6966,SRC022,p. 2.04,Exact catalog entry,Verified - manufacturer catalog; current market status pending,
PRD-FE67FEA4F0,SRC030,p. 146,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-FE7880EF7E,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-FEA0F47B62,SRC021,p. 19,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-FEAA795BDD,SRC008,CSV row 33,Candidate seed,Candidate - user seed; primary source required,
PRD-FEAA795BDD,SRC025,pp. 2-3,System intended use and compatibility,Verified - manufacturer IFU,IFU supports tunneled long-term pleural drainage system identity and approved access methods.
PRD-FEAA795BDD,SRC027,p. 14,Exact catalog entry,Verified - manufacturer catalog and IFU,
PRD-FF130FCDC6,SRC030,p. 89,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-FF384E6481,SRC021,p. 21,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-FF9CE26B43,SRC021,p. 5,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-FFA21E88CC,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
